Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Chase County,Imperial,NE,7R04-009,7R04-70128,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.41 ,,0.06 ,,$35.14 ,,5.1 ,,$6.93 ,,$0.00 ,,,"$10,916 ",,"$183,626 ",,"26,489 ",,"5,226 ",,0 ,,"64,598 ",,No,,,,,,
Dawson County Transit,Dawsonville,GA,4R03-003,4R03-41057,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.66 ,,0.03 ,,$43.27 ,,2.0 ,,$22.19 ,,$0.00 ,,,"$7,620 ",,"$256,441 ",,"11,559 ",,"5,927 ",,0 ,,"90,685 ",,No,,,,,,
Ware County,Waycross,GA,4R03-099,4R03-40906,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.69 ,,0.03 ,,$26.38 ,,1.0 ,,$26.97 ,,$0.00 ,,,"$5,885 ",,"$230,933 ",,"8,563 ",,"8,755 ",,0 ,,"106,414 ",,No,,,,,,
"Solomon Valley Transportation, Inc.",Beloit,KS,7R02-032,7R02-70255,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$1.58 ,,0.03 ,,$78.56 ,,1.7 ,,$45.95 ,,$0.00 ,,,"$14,785 ",,"$429,194 ",,"9,341 ",,"5,463 ",,0 ,,"173,360 ",,No,,,,,,
"City of Peoria , dba: Peoria Transit",Peoria,AZ,9140,90140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,629,114 ",5,DR,DO,5,,$1.26 ,,0.03 ,,$112.45 ,,2.7 ,,$41.52 ,,$8.86 ,,,"$26,208 ",,"$864,536 ",,"20,823 ",,"7,688 ",,"97,606 ",,"82,980 ",,No,,,,,,
City of Hallandale Beach,Hallandale Beach,FL,,40249,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",5,MB,PT,5,,$0.00 ,,0.00 ,,$44.79 ,,14.6 ,,$3.07 ,,$0.00 ,,,$0 ,,"$855,322 ",,"278,559 ",,"19,097 ",,0 ,,"179,595 ",,No,,,,,,
"Multi Community Diversified Services, Inc.",McPherson,KS,,7R02-77083,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$1.55 ,,0.22 ,,$64.22 ,,9.1 ,,$7.09 ,,$0.00 ,,,"$35,059 ",,"$160,286 ",,"22,608 ",,"2,496 ",,0 ,,"49,651 ",,No,,,,,,
"Cowley County Council on Aging, Inc.",Winfield,KS,7R02-075,7R02-70235,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$0.96 ,,0.05 ,,$39.30 ,,2.1 ,,$18.78 ,,$0.00 ,,,"$11,959 ",,"$233,184 ",,"12,419 ",,"5,933 ",,0 ,,"63,769 ",,No,,,,,,
Cowlitz Indian Tribe,Longview,WA,0T07,00127,Tribe,Reduced Reporter,0 ,5,DR,DO,5,,$0.00 ,,0.00 ,,$112.31 ,,1.7 ,,$65.74 ,,$0.00 ,,,$0 ,,"$432,064 ",,"6,572 ",,"3,847 ",,0 ,,"119,006 ",,No,,,,,,
City of Columbus Transit,Columbus,NE,7R04-046,7R04-70214,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$1.70 ,,0.07 ,,$68.24 ,,2.9 ,,$23.53 ,,$0.00 ,,,"$17,040 ",,"$235,225 ",,"9,997 ",,"3,447 ",,0 ,,"36,849 ",,No,,,,,,
Talbot County Transit,Talbotton,GA,4R03-046,4R03-41104,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$1.58 ,,0.06 ,,$34.38 ,,1.2 ,,$27.98 ,,$0.00 ,,,"$21,816 ",,"$385,449 ",,"13,775 ",,"11,213 ",,0 ,,"194,912 ",,No,,,,,,
Madison County Council of Governments,Anderson,IN,5R02-013,5R02-50272,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,5,DR,DO,5,,$0.88 ,,0.04 ,,$56.66 ,,2.3 ,,$24.78 ,,$0.00 ,,,"$15,897 ",,"$446,554 ",,"18,020 ",,"7,881 ",,0 ,,"161,621 ",,No,,,,,,
"City of Anderson , dba: Electric City Transit",Anderson,SC,4081,40081,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"75,702 ",5,MB,DO,5,,$0.20 ,,0.07 ,,$62.63 ,,22.1 ,,$2.83 ,,$0.00 ,,,"$68,868 ",,"$962,814 ",,"339,946 ",,"15,372 ",,0 ,,"238,312 ",,No,,,,,,
Ontonagon County Public Transit,Ontonagon,MI,5R03-057,5R03-50371,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$2.02 ,,0.10 ,,$82.34 ,,4.2 ,,$19.58 ,,$0.00 ,,,"$67,235 ",,"$651,851 ",,"33,294 ",,"7,917 ",,0 ,,"132,728 ",,No,,,,,,
Ohkay Owingeh Pueblo,Ohkay Owingeh,NM,6T09,66188,Tribe,Reduced Reporter,0 ,5,DR,DO,5,,$0.00 ,,0.00 ,,$33.31 ,,2.1 ,,$15.92 ,,$0.00 ,,,$0 ,,"$203,176 ",,"12,760 ",,"6,100 ",,0 ,,"52,837 ",,No,,,,,,
"Morris, City of",Morris,MN,5R04-026,5R04-50262,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,5,DR,DO,5,,$1.36 ,,0.20 ,,$37.10 ,,5.5 ,,$6.80 ,,$0.00 ,,,"$85,372 ",,"$427,336 ",,"62,859 ",,"11,519 ",,0 ,,"102,125 ",,No,,,,,,
Trenton Indian Service Area Aging Program,Trenton,ND,8R03-019,80266,Tribe,Reduced Reporter,0 ,5,DR,DO,5,,$0.87 ,,0.03 ,,$62.23 ,,2.4 ,,$26.48 ,,$0.00 ,,,"$1,953 ",,"$59,683 ",,"2,254 ",,959 ,,0 ,,"46,154 ",,No,,,,,,
"South Big Horn Senior Citizens, Inc.",Greybull,WY,8R05-035,8R05-80120,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$0.06 ,,0.01 ,,$51.61 ,,5.1 ,,$10.15 ,,$0.00 ,,,$479 ,,"$86,341 ",,"8,510 ",,"1,673 ",,0 ,,"43,992 ",,No,,,,,,
Goshen County Senior Friendship Center,Torrington,WY,8R05-004,8R05-80287,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$0.09 ,,0.01 ,,$53.40 ,,3.7 ,,$14.35 ,,$0.00 ,,,"$1,480 ",,"$227,789 ",,"15,875 ",,"4,266 ",,0 ,,"44,404 ",,No,,,,,,
Opportunity Link,Havre,MT,8R02-035,8R02-80204,Private-Non-Profit Corporation,Rural Reporter,0 ,5,MB,DO,5,,$0.45 ,,0.03 ,,$37.69 ,,2.2 ,,$17.05 ,,$0.00 ,,,"$8,382 ",,"$315,945 ",,"18,528 ",,"8,382 ",,0 ,,"106,567 ",,No,,,,,,
Pontotoc County Public Transit Authority,Ada,OK,6R04-011,6R04-60150,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.58 ,,0.07 ,,$31.73 ,,3.6 ,,$8.72 ,,$0.00 ,,,"$15,197 ",,"$229,239 ",,"26,291 ",,"7,224 ",,0 ,,"79,128 ",,No,,,,,,
Box Butte Co,Alliance,NE,7R04-004,7R04-70107,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.90 ,,0.10 ,,$48.71 ,,5.6 ,,$8.73 ,,$0.00 ,,,"$26,130 ",,"$252,252 ",,"28,879 ",,"5,179 ",,0 ,,"71,551 ",,No,,,,,,
Snoqualmie Indian Tribe,Snoqualmie,WA,0T15,00015,Tribe,Reduced Reporter,0 ,5,DR,DO,5,,$0.00 ,,0.00 ,,$131.75 ,,0.5 ,,$241.78 ,,$0.00 ,,,$0 ,,"$265,476 ",,"1,098 ",,"2,015 ",,0 ,,"71,184 ",,No,,,,,,
Greene County Commission Transit,Greensboro,GA,4R03-021,4R03-41041,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$1.09 ,,0.08 ,,$32.73 ,,2.3 ,,$14.48 ,,$0.00 ,,,"$22,928 ",,"$303,702 ",,"20,967 ",,"9,278 ",,0 ,,"233,826 ",,No,,,,,,
Converse County Aging Services,Douglas,WY,8R05-024,8R05-80216,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$0.57 ,,0.09 ,,$29.50 ,,4.7 ,,$6.27 ,,$0.00 ,,,"$12,255 ",,"$134,148 ",,"21,411 ",,"4,547 ",,0 ,,"53,856 ",,No,,,,,,
City of Baraboo,Baraboo,WI,5R06-009,5R06-50318,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,PT,5,,$4.51 ,,0.58 ,,$25.57 ,,3.3 ,,$7.76 ,,$0.00 ,,,"$281,570 ",,"$484,401 ",,"62,399 ",,"18,946 ",,0 ,,"211,397 ",,No,,,,,,
Golden Valley/Billings County Council On Aging,Beach,ND,8R03-002,8R03-80270,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$4.77 ,,0.09 ,,$46.49 ,,0.8 ,,$55.16 ,,$0.00 ,,,"$15,733 ",,"$181,757 ",,"3,295 ",,"3,910 ",,0 ,,"91,700 ",,No,,,,,,
"City of La Porte, Indiana, dba: TransPorte",Laporte,IN,5162,50162,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"66,025 ",5,DR,DO,5,,$2.61 ,,0.17 ,,$49.26 ,,3.2 ,,$15.20 ,,$0.00 ,,,"$109,108 ",,"$635,577 ",,"41,813 ",,"12,902 ",,0 ,,"125,309 ",,No,,,,,,
Lyon County Human Services,Silver Springs,NV,9R04-012,9R04-91113,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.48 ,,0.03 ,,$31.59 ,,1.9 ,,$16.40 ,,$0.00 ,,,"$5,070 ",,"$171,779 ",,"10,474 ",,"5,437 ",,0 ,,"48,023 ",,No,,,,,,
Futures Unlimited,Wellington,KS,7R02-082,7R02-70259,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$1.03 ,,0.11 ,,$54.89 ,,5.9 ,,$9.33 ,,$0.00 ,,,"$24,300 ",,"$220,939 ",,"23,686 ",,"4,025 ",,0 ,,"74,339 ",,No,,,,,,
City of Rhinelander,Rhinelander,WI,5R06-037,5R06-50500,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,PT,5,,$3.83 ,,0.46 ,,$24.31 ,,2.9 ,,$8.34 ,,$0.00 ,,,"$318,150 ",,"$692,436 ",,"83,028 ",,"28,484 ",,0 ,,"340,792 ",,No,,,,,,
Avera Creighton Hospital,Creighton,NE,7R04-036,7R04-70216,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$2.88 ,,0.07 ,,$40.71 ,,0.9 ,,$43.48 ,,$0.00 ,,,"$9,002 ",,"$135,882 ",,"3,125 ",,"3,338 ",,0 ,,"89,072 ",,No,,,,,,
"University of Montana, dba: UDASH",Missoula,MT,8107,80107,University,Full Reporter,"82,157 ",5,MB,DO,5,,$2.80 ,,1.45 ,,$58.63 ,,30.3 ,,$1.94 ,,$1.17 ,,,"$769,513 ",,"$532,392 ",,"275,084 ",,"9,080 ",,"456,558 ",,"98,432 ",,No,,,,,,
City of Minot ,Minot,ND,8R03-010,8R03-80303,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,5,,$0.81 ,,0.07 ,,$88.25 ,,7.7 ,,$11.44 ,,$0.00 ,,,"$71,045 ",,"$999,556 ",,"87,361 ",,"11,327 ",,0 ,,"159,440 ",,No,,,,,,
"Helping Hands Agency, Inc.",Page,AZ,9R01-017,9R01-91016,Private-Non-Profit Corporation,Rural Reporter,0 ,5,MB,DO,5,,$0.47 ,,0.02 ,,$62.46 ,,2.1 ,,$30.29 ,,$0.00 ,,,"$11,801 ",,"$761,986 ",,"25,157 ",,"12,199 ",,0 ,,"307,286 ",,No,,,,,,
Becker County Transit,Detroit Lakes,MN,5R04-021,5R04-50379,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,5,DR,DO,5,,$1.80 ,,0.15 ,,$55.00 ,,4.6 ,,$12.08 ,,$0.00 ,,,"$73,951 ",,"$495,333 ",,"41,006 ",,"9,006 ",,0 ,,"101,151 ",,No,,,,,,
Chappell Senior Center,Chappell,NE,7R04-017,7R04-70110,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$1.55 ,,0.07 ,,$13.97 ,,0.6 ,,$21.61 ,,$0.00 ,,,"$3,835 ",,"$53,450 ",,"2,473 ",,"3,826 ",,0 ,,"54,329 ",,No,,,,,,
Nutrition United,Rolla,ND,8R03-043,8R03-80152,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$0.68 ,,0.04 ,,$27.65 ,,1.5 ,,$18.59 ,,$0.00 ,,,"$7,705 ",,"$210,631 ",,"11,333 ",,"7,617 ",,0 ,,"223,852 ",,No,,,,,,
City of Las Vegas,Las Vegas,NM,6R03-006,6R03-60236,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$0.52 ,,0.04 ,,$51.06 ,,3.7 ,,$13.97 ,,$0.00 ,,,"$9,642 ",,"$260,404 ",,"18,646 ",,"5,100 ",,0 ,,"73,684 ",,No,,,,,,
"M-1 Rail, dba: QLINE Detroit",Detroit,MI,5213,50213,Private-Non-Profit Corporation,Full Reporter,"3,734,090 ",5,SR,PT,5,,$0.55 ,,0.08 ,,$297.58 ,,43.4 ,,$6.85 ,,$4.51 ,,,"$661,443 ",,"$8,170,701 ",,"1,192,110 ",,"27,457 ",,"1,812,007 ",,"183,644 ",,No,,,,,,
Area Referral & Informtn Services for the Elderly,Alexander City,AL,4R01-026,4R01-41188,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,5,,$2.18 ,,0.14 ,,$50.24 ,,3.1 ,,$16.03 ,,$0.00 ,,,"$26,479 ",,"$194,376 ",,"12,128 ",,"3,869 ",,0 ,,"46,663 ",,No,,,,,,
Area 7 Agency on Aging - Vigo Co.,Terre Haute,IN,5R02-040,5R02-50493,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,5,DR,DO,5,,$1.82 ,,0.07 ,,$40.56 ,,1.6 ,,$25.67 ,,$0.00 ,,,"$23,527 ",,"$331,792 ",,"12,926 ",,"8,180 ",,0 ,,"107,169 ",,No,,,,,,
Hazen Busing Project,Hazen,ND,8R03-035,8R03-80290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$1.52 ,,0.24 ,,$21.85 ,,3.5 ,,$6.30 ,,$0.00 ,,,"$34,935 ",,"$145,332 ",,"23,057 ",,"6,650 ",,0 ,,"40,525 ",,No,,,,,,
Jefferson County Transit,Louisville,GA,4R03-023,4R03-40977,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,5,,$1.61 ,,0.12 ,,$29.91 ,,2.3 ,,$13.10 ,,$0.00 ,,,"$43,909 ",,"$357,097 ",,"27,265 ",,"11,938 ",,0 ,,"180,438 ",,No,,,,,,
City of Auburn,Auburn,CA,9R02-143,9R02-91032,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,5,,$0.57 ,,0.04 ,,$140.62 ,,9.0 ,,$15.61 ,,$0.00 ,,,"$21,850 ",,"$603,669 ",,"38,669 ",,"4,293 ",,0 ,,"60,800 ",,No,,,,,,
"City of Niles , dba: Niles Dial-A-Ride Transportation",Niles,MI,5038,50038,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"278,165 ",5,DR,DO,4,,$0.58 ,,0.03 ,,$70.08 ,,3.5 ,,$20.02 ,,$0.00 ,,,"$15,946 ",,"$548,124 ",,"27,385 ",,"7,821 ",,0 ,,"100,306 ",,No,,,,,,
"Town of Warwick , dba: Warwick Dial A Bus",Warwick,NY,2214,20214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"423,566 ",5,DR,DO,4,,$1.34 ,,0.04 ,,$96.91 ,,2.7 ,,$35.89 ,,$0.00 ,,,"$22,674 ",,"$605,585 ",,"16,872 ",,"6,249 ",,0 ,,"81,569 ",,No,,,,,,
"Bent County, dba: Bent County Transit",Las Animas,CO,,8R01-88229,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,4,,$0.12 ,,0.02 ,,$38.08 ,,5.7 ,,$6.67 ,,$0.00 ,,,"$4,123 ",,"$223,097 ",,"33,437 ",,"5,859 ",,0 ,,"204,091 ",,No,,,,,,
"City of Middletown, dba: Middletown Transit System",Middletown,OH,5019,50019,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"97,503 ",5,MB,DO,4,,$0.93 ,,0.15 ,,$61.74 ,,10.2 ,,$6.08 ,,$0.00 ,,,"$131,082 ",,"$860,990 ",,"141,704 ",,"13,946 ",,0 ,,"183,629 ",,No,,,,,,
Fond du Lac Reservation,Cloquet,MN,5T05,55246,Tribe,Reduced Reporter,0 ,5,DR,DO,4,,$1.53 ,,0.05 ,,$58.07 ,,2.0 ,,$29.59 ,,$0.00 ,,,"$37,648 ",,"$729,841 ",,"24,662 ",,"12,569 ",,0 ,,"219,506 ",,No,,,,,,
City of Maywood,Maywood,CA,,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",5,DR,PT,4,,$1.00 ,,0.03 ,,$134.80 ,,4.0 ,,$33.71 ,,$0.00 ,,,"$5,955 ",,"$200,718 ",,"5,955 ",,"1,489 ",,0 ,,"23,820 ",,No,,,,,,
Transylvania County,Brevard,NC,4R06-047,4R06-41115,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,4,,$0.28 ,,0.02 ,,$41.11 ,,3.5 ,,$11.71 ,,$0.00 ,,,"$7,186 ",,"$297,527 ",,"25,404 ",,"7,237 ",,0 ,,"112,906 ",,No,,,,,,
"City of Ridgecrest, dba: Ridgerunner",Ridgecrest,CA,9R02-051,9R02-91006,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,4,,$2.97 ,,0.07 ,,$63.85 ,,1.5 ,,$42.58 ,,$0.00 ,,,"$28,835 ",,"$413,348 ",,"9,707 ",,"6,474 ",,0 ,,"66,884 ",,No,,,,,,
City of Lebanon,Lebanon,OR,0R02-024,0R02-00377,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,4,,$0.74 ,,0.05 ,,$63.45 ,,4.3 ,,$14.70 ,,$0.00 ,,,"$14,548 ",,"$289,449 ",,"19,687 ",,"4,562 ",,0 ,,"41,544 ",,No,,,,,,
Special Mobility Services,Portland,OR,0R03-024,0R03-00386,Private-Non-Profit Corporation,Rural Reporter,0 ,5,MB,DO,4,,$1.93 ,,0.04 ,,$87.43 ,,1.9 ,,$46.87 ,,$0.00 ,,,"$19,097 ",,"$464,592 ",,"9,913 ",,"5,314 ",,0 ,,"143,172 ",,No,,,,,,
Birmingham Regional Paratransit Consortium,Birmingham,AL,4R01-017,4R01-41118,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,PT,4,,$1.59 ,,0.10 ,,$48.45 ,,3.0 ,,$16.02 ,,$0.00 ,,,"$7,932 ",,"$79,692 ",,"4,975 ",,"1,645 ",,0 ,,"18,862 ",,No,,,,,,
Gloversville City Hall,Gloversville,NY,2R02-025,2R02-20981,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,3,,$1.00 ,,0.07 ,,$72.85 ,,5.0 ,,$14.72 ,,$0.00 ,,,"$47,711 ",,"$703,899 ",,"47,832 ",,"9,662 ",,0 ,,"134,283 ",,No,,,,,,
Lassen Transit Service Agency,Susanville,CA,9R02-021,9R02-91098,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,CB,PT,3,,$2.95 ,,0.13 ,,$104.84 ,,4.6 ,,$22.83 ,,$0.00 ,,,"$64,969 ",,"$502,285 ",,"22,000 ",,"4,791 ",,0 ,,"166,100 ",,No,,,,,,
"City of Watertown NY, dba: CitiBus",Watertown,NY,2215,20215,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"57,840 ",5,MB,DO,3,,$1.00 ,,0.12 ,,$86.89 ,,10.6 ,,$8.18 ,,$0.00 ,,,"$107,378 ",,"$878,333 ",,"107,431 ",,"10,109 ",,0 ,,"113,018 ",,No,,,,,,
"Henderson County, dba: Apple Country Public Transit",Hendersonville,NC,4229,40229,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,648 ",5,MB,PT,3,,$0.35 ,,0.03 ,,$82.21 ,,8.3 ,,$9.92 ,,$0.00 ,,,"$25,843 ",,"$739,849 ",,"74,571 ",,"9,000 ",,0 ,,"155,750 ",,No,,,,,,
"City of Henderson, dba: Henderson Area Rapid Transit",Henderson,KY,5107,50107,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"229,351 ",5,MB,DO,3,,$0.20 ,,0.02 ,,$87.27 ,,10.4 ,,$8.42 ,,$0.00 ,,,"$22,509 ",,"$934,613 ",,"110,975 ",,"10,710 ",,0 ,,"152,047 ",,No,,,,,,
Municipality of Hatillo,Hatillo,PR,4151,40151,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"139,171 ",5,MB,DO,3,,$0.00 ,,0.00 ,,$115.53 ,,1.7 ,,$66.55 ,,$0.00 ,,,$0 ,,"$137,482 ",,"2,066 ",,"1,190 ",,0 ,,"10,620 ",,No,,,,,,
Municipality of Manati,Manati,PR,4145,40145,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",5,MB,DO,3,,$0.00 ,,0.00 ,,$19.83 ,,4.3 ,,$4.65 ,,$0.00 ,,,$0 ,,"$91,117 ",,"19,576 ",,"4,595 ",,0 ,,"24,718 ",,No,,,,,,
"Town of Miami , dba: Cobre Valley Community Transit",Miami,AZ,9R01-013,9R01-91069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,3,,$0.64 ,,0.03 ,,$40.43 ,,1.8 ,,$22.40 ,,$0.00 ,,,"$6,855 ",,"$238,688 ",,"10,656 ",,"5,904 ",,0 ,,"59,982 ",,No,,,,,,
Red Lake Band of the Chippewa,Red Lake,MN,5T04,55234,Tribe,Reduced Reporter,0 ,5,DR,DO,3,,$1.29 ,,0.04 ,,$80.22 ,,2.8 ,,$28.78 ,,$0.00 ,,,"$13,873 ",,"$310,282 ",,"10,783 ",,"3,868 ",,0 ,,"53,856 ",W,Yes,,,,,,
"Tri-County CAP, Inc./Carroll County Transit",Berlin,NH,1R04-011,1R04-10170,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,3,,$0.60 ,,0.02 ,,$26.29 ,,0.7 ,,$36.83 ,,$0.00 ,,,"$3,774 ",,"$232,956 ",,"6,326 ",,"8,862 ",,0 ,,"85,216 ",,No,,,,,,
SMART Transit,Lewiston,ID,0R01-007,0R01-00347,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,3,,$0.11 ,,0.01 ,,$63.69 ,,4.5 ,,$14.07 ,,$0.00 ,,,"$1,492 ",,"$183,363 ",,"13,030 ",,"2,879 ",,0 ,,"27,732 ",,No,,,,,,
Scotland County,Laurinburg,NC,4R06-044,4R06-41028,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,DR,DO,3,,$0.16 ,,0.02 ,,$23.41 ,,2.6 ,,$9.11 ,,$0.00 ,,,"$2,852 ",,"$160,186 ",,"17,589 ",,"6,842 ",,0 ,,"132,428 ",,No,,,,,,
Selkirks-Pend Oreille Transit Authority (SPOT),Ponderay,ID,0R01-021,0R01-00341,Private-Non-Profit Corporation,Rural Reporter,0 ,5,DR,DO,3,,$0.00 ,,0.00 ,,$28.65 ,,2.4 ,,$11.90 ,,$0.00 ,,,$0 ,,"$94,755 ",,"7,965 ",,"3,307 ",,0 ,,"30,582 ",,No,,,,,,
"City of Manteca, dba: Manteca Transit",Manteca,CA,9217,90217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"83,578 ",5,MB,PT,3,,$0.59 ,,0.03 ,,$107.15 ,,4.8 ,,$22.24 ,,$0.00 ,,,"$29,320 ",,"$1,105,745 ",,"49,713 ",,"10,320 ",,0 ,,"135,031 ",,No,,,,,,
Gulkana Village Council,Gakona,AK,0T08,00085,Tribe,Reduced Reporter,0 ,5,MB,DO,3,,$3.67 ,,0.09 ,,$64.50 ,,1.6 ,,$40.97 ,,$0.00 ,,,"$29,394 ",,"$328,321 ",,"8,014 ",,"5,090 ",,0 ,,"164,007 ",,No,,,,,,
City of Rosemead,Rosemead,CA,,90289,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",5,DR,PT,3,,$0.46 ,,0.02 ,,$68.49 ,,2.4 ,,$28.74 ,,$0.00 ,,,"$4,348 ",,"$269,643 ",,"9,383 ",,"3,937 ",,0 ,,"42,854 ",,No,,,,,,
Confederated Tribes and Bands of The Yakama Nation,Toppenish,WA,0T03,00111,Tribe,Reduced Reporter,0 ,5,MB,DO,3,,$0.00 ,,0.00 ,,$73.07 ,,4.4 ,,$16.64 ,,$0.00 ,,,$0 ,,"$422,039 ",,"25,367 ",,"5,776 ",,0 ,,"152,037 ",,No,,,,,,
Scotland County,Laurinburg,NC,4R06-044,4R06-41028,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,5,MB,DO,2,,$0.26 ,,0.02 ,,$36.78 ,,2.5 ,,$14.51 ,,$0.00 ,,,"$2,430 ",,"$136,454 ",,"9,403 ",,"3,710 ",,0 ,,"45,634 ",,No,,,,,,
Selkirks-Pend Oreille Transit Authority (SPOT),Ponderay,ID,0R01-021,0R01-00341,Private-Non-Profit Corporation,Rural Reporter,0 ,5,MB,DO,2,,$0.00 ,,0.00 ,,$46.29 ,,6.8 ,,$6.81 ,,$0.00 ,,,$0 ,,"$421,476 ",,"61,857 ",,"9,106 ",,0 ,,"136,469 ",,No,,,,,,
City of Rosemead,Rosemead,CA,,90289,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",5,MB,PT,2,,$0.27 ,,0.03 ,,$60.54 ,,7.6 ,,$8.02 ,,$0.00 ,,,"$18,352 ",,"$543,646 ",,"67,821 ",,"8,980 ",,0 ,,"115,949 ",,No,,,,,,
Municipality of Hatillo,Hatillo,PR,4151,40151,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"139,171 ",5,DR,DO,2,,$0.00 ,,0.00 ,,$69.39 ,,1.0 ,,$70.40 ,,$0.00 ,,,$0 ,,"$126,503 ",,"1,797 ",,"1,823 ",,0 ,,"8,953 ",,No,,,,,,
