Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
City of Richmond,Richmond,IN,5R02-014,5R02-50249,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,4,,$0.42 ,,0.05 ,,$19.49 ,,2.2 ,,$8.99 ,,$0.00 ,,,"$6,932 ",,"$147,537 ",,"16,405 ",,"7,568 ",,0 ,,"77,217 ",,No,,,,,,
Ashland Bus System,Ashland,KY,4016,40016,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"202,637 ",10,DR,DO,4,,$1.29 ,,0.05 ,,$38.08 ,,1.6 ,,$23.67 ,,$0.00 ,,,"$17,130 ",,"$315,530 ",,"13,328 ",,"8,287 ",,0 ,,"63,546 ",,No,,,,,,
Hopesource,Ellensburg,WA,0R03-046,0R03-00312,Private-Non-Profit Corporation,Rural Reporter,0 ,10,MB,DO,4,,$0.00 ,,0.00 ,,$40.47 ,,6.3 ,,$6.45 ,,$0.00 ,,,$0 ,,"$478,172 ",,"74,102 ",,"11,816 ",,0 ,,"126,158 ",,No,,,,,,
City of West Hollywood,West Hollywood,CA,,90294,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",10,MB,PT,4,,$0.00 ,,0.00 ,,$72.78 ,,6.2 ,,$11.74 ,,$0.00 ,,,$0 ,,"$1,024,656 ",,"87,310 ",,"14,079 ",,0 ,,"103,769 ",,No,,,,,,
Bettendorf Transit System,Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,051 ",10,MB,PT,3,,$0.27 ,,0.02 ,,$51.54 ,,4.0 ,,$12.87 ,,$0.00 ,,,"$1,400 ",,"$67,832 ",,"5,272 ",,"1,316 ",,0 ,,"23,883 ",,No,,,,,,
Schoharie County Public Transportation,Cobleskill,NY,2R02-039,2R02-20926,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,PT,3,,$1.60 ,,0.07 ,,$52.24 ,,2.2 ,,$23.70 ,,$0.00 ,,,"$14,651 ",,"$216,329 ",,"9,129 ",,"4,141 ",,0 ,,"70,395 ",,No,,,,,,
Schoharie County Public Transportation,Cobleskill,NY,2R02-039,2R02-20926,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,CB,PT,3,,$1.60 ,,0.08 ,,$107.73 ,,5.5 ,,$19.52 ,,$0.00 ,,,"$27,610 ",,"$335,904 ",,"17,207 ",,"3,118 ",,0 ,,"109,289 ",,No,,,,,,
Ottumwa Transit ,Ottumwa,IA,7R01-023,7R01-70118,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,DR,DO,3,,$0.50 ,,0.03 ,,$64.20 ,,3.4 ,,$18.78 ,,$0.00 ,,,"$10,968 ",,"$412,017 ",,"21,934 ",,"6,418 ",,0 ,,"83,938 ",,No,,,,,,
Orange County Public Transportation,Hillsborough,NC,4231,40231,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"347,602 ",10,MB,DO,3,,$0.28 ,,0.03 ,,$46.03 ,,4.7 ,,$9.70 ,,$0.00 ,,,"$6,859 ",,"$235,047 ",,"24,223 ",,"5,106 ",,0 ,,"123,766 ",,No,,,,,,
City of Bullhead,Bullhead City,AZ,9R01-011,9R01-91037,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,3,,$1.85 ,,0.07 ,,$50.67 ,,2.0 ,,$25.20 ,,$0.00 ,,,"$17,761 ",,"$242,599 ",,"9,626 ",,"4,788 ",,0 ,,"78,277 ",,No,,,,,,
Fort Smith Transit,Fort Smith,AR,6086,60086,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"122,947 ",10,DR,DO,3,,$1.92 ,,0.06 ,,$81.10 ,,2.3 ,,$34.52 ,,$0.00 ,,,"$43,889 ",,"$788,849 ",,"22,853 ",,"9,727 ",,0 ,,"158,899 ",,No,,,,,,
City of Tulare,Tulare,CA,9244,90244,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"219,454 ",10,DR,PT,3,,$2.27 ,,0.07 ,,$92.93 ,,3.1 ,,$30.31 ,,$5.63 ,,,"$45,131 ",,"$603,762 ",,"19,921 ",,"6,497 ",,"107,236 ",,"69,617 ",,No,,,,,,
City of Cottonwood,Cottonwood,AZ,9R01-009,9R01-91010,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,DO,3,,$0.92 ,,0.11 ,W,$69.86 ,W,8.6 ,,$8.14 ,W,$0.00 ,W,,"$73,697 ",,"$653,909 ",W,"80,366 ",,"9,360 ",,0 ,,"143,554 ",,Yes,,,,,,
City of Margate,Margate,FL,,40256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",10,MB,PT,3,,$0.00 ,,0.00 ,,$41.54 ,,12.7 ,,$3.26 ,,$0.00 ,,,$0 ,,"$304,868 ",,"93,473 ",,"7,340 ",,0 ,,"105,627 ",,No,,,,,,
City of Cottonwood,Cottonwood,AZ,9R01-009,9R01-91010,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,CB,DO,2,,$1.78 ,,0.18 ,W,$93.06 ,W,9.5 ,,$9.81 ,W,$0.00 ,W,,"$98,087 ",,"$541,700 ",W,"55,211 ",,"5,821 ",,0 ,,"166,999 ",,Yes,,,,,,
City of Farmington dba: Red Apple Transit,Farmington,NM,6100,60100,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"53,049 ",10,DR,PT,2,,$1.99 ,,0.16 ,,$19.51 ,,1.6 ,,$12.58 ,,$0.00 ,,,"$7,981 ",,"$50,531 ",,"4,017 ",,"2,590 ",,0 ,,"30,971 ",,No,,,,,,
Northeastern Connecticut Transit District,Dayville,CT,1R01-003,1R01-10156,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,DR,DO,2,,$0.64 ,,0.03 ,,$34.25 ,,1.4 ,,$24.29 ,,$0.00 ,,,"$2,350 ",,"$89,624 ",,"3,690 ",,"2,617 ",,0 ,,"48,555 ",,No,,,,,,
Moore County,Carthage,NC,4R06-033,4R06-41064,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,DO,2,,$2.06 ,,0.05 ,,$39.95 ,,0.9 ,,$43.92 ,,$0.00 ,,,"$5,228 ",,"$111,211 ",,"2,532 ",,"2,784 ",,0 ,,"43,425 ",,No,,,,,,
City of Alexandria,Alexandria,LA,6025,60025,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"82,804 ",10,DR,DO,2,,$0.76 ,,0.03 ,,$74.98 ,,3.0 ,,$25.10 ,,$0.00 ,,,"$12,841 ",,"$424,533 ",,"16,917 ",,"5,662 ",,0 ,,"69,518 ",,No,,,,,,
City of Cottage Grove,Cottage Grove,OR,0R02-049,0R02-00290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,PT,2,,$0.95 ,,0.06 ,,$58.02 ,,3.5 ,,$16.63 ,,$0.00 ,,,"$4,388 ",,"$76,581 ",,"4,605 ",,"1,320 ",,0 ,,"11,090 ",,No,,,,,,
Terrebonne Parish Consolidated Government,Houma,LA,6080,60080,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"144,875 ",10,DR,DO,2,,$1.73 ,,0.15 ,,$61.32 ,,5.2 ,,$11.89 ,,$0.00 ,,,"$6,989 ",,"$47,949 ",,"4,032 ",,782 ,,0 ,,"9,585 ",,No,,,,,,
Washington County Transit,Hagerstown,MD,3042,30042,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"182,696 ",10,DR,DO,2,,$1.37 ,,0.09 ,,$48.95 ,,3.2 ,,$15.15 ,,$0.00 ,,,"$19,399 ",,"$214,049 ",,"14,125 ",,"4,373 ",,0 ,,"56,099 ",,No,,,,,,
City of Freeport,Freeport,IL,5R01-007,5R01-50412,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$1.24 ,,0.08 ,,$37.04 ,,2.5 ,,$14.99 ,,$0.00 ,,,"$100,933 ",,"$1,220,343 ",,"81,413 ",,"32,948 ",,0 ,,"412,932 ",,No,,,,,,
VanGo,VINCINNES,IN,5R02-024,5R02-50392,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.30 ,,0.04 ,,$33.57 ,,4.0 ,,$8.37 ,,$0.00 ,,,"$27,022 ",,"$752,995 ",,"89,995 ",,"22,432 ",,0 ,,"344,688 ",,No,,,,,,
Senior Services of Snohomish County,Mukilteo,WA,0R03-021,0R03-00033,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.37 ,,0.01 ,,$59.74 ,,1.5 ,,$39.13 ,,$0.00 ,,,"$7,870 ",,"$838,236 ",,"21,420 ",,"14,032 ",,0 ,,"248,361 ",,No,,,,,,
Transportation for Logan County,Bellefonatine,OH,5R05-058,5R05-50424,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$1.47 ,,0.05 ,,$36.12 ,,1.3 ,,$28.52 ,,$0.00 ,,,"$34,384 ",,"$668,062 ",,"23,423 ",,"18,498 ",,0 ,,"352,504 ",,No,,,,,,
Columbia County CommissionTransit,Evans,GA,4R03-018,4R03-41139,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.51 ,,0.05 ,,$37.13 ,,3.7 ,,$10.04 ,,$0.00 ,,,"$29,906 ",,"$590,367 ",,"58,774 ",,"15,900 ",,0 ,,"269,189 ",,No,,,,,,
Straits Regional Ride,Cheboygan ,MI,5R03-067,5R03-50285,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$1.99 ,,0.09 ,,$56.85 ,,2.6 ,,$22.23 ,,$0.00 ,,,"$72,929 ",,"$815,058 ",,"36,660 ",,"14,336 ",,0 ,,"294,531 ",,No,,,,,,
McCormick County Senior Center,McCormick,SC,4R07-018,4R07-41042,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.95 ,,0.03 ,,$51.46 ,,1.8 ,,$28.97 ,,$0.00 ,,,"$17,813 ",,"$545,999 ",,"18,844 ",,"10,610 ",,0 ,,"252,790 ",,No,,,,,,
Madison County Citizens Services Agency,Canton,MS,4R05-025,4R05-40969,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.46 ,,0.05 ,,$59.98 ,,6.4 ,,$9.41 ,,$0.00 ,,,"$30,085 ",,"$612,301 ",,"65,054 ",,"10,208 ",,0 ,,"167,228 ",,No,,,,,,
Nevada County Transit Services,Nevada City,CA,9R02-012,9R02-91095,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,DO,10,,$1.38 ,,0.09 ,,$108.17 ,,6.9 ,,$15.61 ,,$0.00 ,,,"$307,534 ",,"$3,476,606 ",,"222,756 ",,"32,140 ",,0 ,,"493,720 ",,No,,,,,,
Allen Council on Aging,Oakdale,LA,6R02-001,6R02-60249,Area Agency on Aging,Rural Reporter,0 ,10,DR,DO,10,,$1.60 ,,0.04 ,,$35.52 ,,0.8 ,,$45.06 ,,$0.00 ,,,"$16,634 ",,"$467,279 ",,"10,371 ",,"13,154 ",,0 ,,"351,800 ",,No,,,,,,
Crisp County Transit,Cordele,GA,4R03-055,4R03-40912,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.38 ,,0.02 ,,$30.10 ,,1.5 ,,$20.58 ,,$0.00 ,,,"$8,119 ",,"$436,663 ",,"21,218 ",,"14,505 ",,0 ,,"246,853 ",,No,,,,,,
Orange County Transit,Paoli,IN,5R02-019,5R02-50389,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$1.10 ,,0.07 ,,$22.26 ,,1.4 ,,$16.17 ,,$0.00 ,,,"$23,804 ",,"$350,909 ",,"21,698 ",,"15,767 ",,0 ,,"220,947 ",,No,,,,,,
Yosemite Area Regional Transportation System,Merced,CA,9R02-019,9R02-91070,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,MB,PT,10,,$4.50 ,,0.21 ,,$134.20 ,,6.2 ,,$21.54 ,,$0.00 ,,,"$479,998 ",,"$2,298,999 ",,"106,744 ",,"17,131 ",,0 ,,"402,629 ",,No,,,,,,
Whitfield County W.T.S.,Dalton,GA,4R03-089,4R03-41138,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.99 ,,0.05 ,,$38.83 ,,2.1 ,,$18.51 ,,$0.00 ,,,"$34,562 ",,"$643,431 ",,"34,756 ",,"16,571 ",,0 ,,"264,236 ",,No,,,,,,
Class LTD,Columbus,KS,7R02-065,7R02-70226,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.67 ,,0.08 ,,$32.59 ,,3.9 ,,$8.44 ,,$0.00 ,,,"$19,455 ",,"$245,027 ",,"29,039 ",,"7,519 ",,0 ,,"139,486 ",,No,,,,,,
"Area Agency on Aging of Western Arkansas, Inc.",Fort Smith,AR,6R01-018,6R01-60257,Area Agency on Aging,Rural Reporter,0 ,10,DR,DO,10,,$6.92 ,,0.11 ,,$34.57 ,,0.6 ,,$61.08 ,,$0.00 ,,,"$18,451 ",,"$162,845 ",,"2,666 ",,"4,710 ",,0 ,,"92,678 ",,No,,,,,,
Central Oklahoma Community Action Agency,Shawnee,OK,6R04-013,6R04-60259,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.76 ,,0.03 ,,$35.97 ,,1.3 ,,$28.45 ,,$0.00 ,,,"$14,673 ",,"$548,322 ",,"19,273 ",,"15,245 ",,0 ,,"257,116 ",,No,,,,,,
Whitley County Transit,Columbia City,IN,5R02-039,5R02-50468,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$2.38 ,,0.17 ,,$36.29 ,,2.6 ,,$13.89 ,,$0.00 ,,,"$87,684 ",,"$511,179 ",,"36,793 ",,"14,085 ",,0 ,,"222,298 ",,No,,,,,,
Black River Area Development,Pocahontas,AR,6R01-001,6R01-60250,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.70 ,,0.04 ,,$70.86 ,,4.2 ,,$16.75 ,,$0.00 ,,,"$17,922 ",,"$429,818 ",,"25,667 ",,"6,066 ",,0 ,,"86,180 ",,No,,,,,,
"Senior Resource Development Agency, Pueblo, Inc.",Pueblo,CO,8R01-016,8R01-80267,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.64 ,,0.02 ,,$45.66 ,,1.4 ,,$32.28 ,,$0.00 ,,,"$14,462 ",,"$733,091 ",,"22,712 ",,"16,055 ",,0 ,,"267,758 ",,No,,,,,,
Ravalli County Council on Aging,Kalispell,MT,8R02-008,8R02-80142,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$0.68 ,,0.04 ,,$34.70 ,,2.0 ,,$17.59 ,,$0.00 ,,,"$8,351 ",,"$215,971 ",,"12,279 ",,"6,224 ",,0 ,,"71,639 ",,No,,,,,,
"Lifestream Services, Inc.",YORKTOWN,IN,5R02-037,5R02-50307,Area Agency on Aging,Rural Reporter,0 ,10,DR,DO,10,,$0.65 ,,0.03 ,,$48.34 ,,2.1 ,,$23.58 ,,$0.00 ,,,"$30,384 ",,"$1,103,518 ",,"46,808 ",,"22,828 ",,0 ,,"358,700 ",,No,,,,,,
Comanche Nation,Lawton,OK,6T05,60005,Tribe,Reduced Reporter,0 ,10,DR,DO,10,,$1.81 ,,0.05 ,,$83.08 ,,2.1 ,,$38.71 ,,$0.00 ,,,"$49,173 ",,"$1,052,266 ",,"27,182 ",,"12,665 ",,0 ,,"187,705 ",,No,,,,,,
Levy County Board of County Commissioners,Bronson,FL,4R02-006,4R02-41184,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$1.05 ,,0.06 ,,$46.34 ,,2.8 ,,$16.47 ,,$0.00 ,,,"$54,294 ",,"$851,795 ",,"51,730 ",,"18,382 ",,0 ,,"491,258 ",,No,,,,,,
TransIV Buses - College of Southern Idaho,Twin Falls,ID,0R01-001,0R01-00357,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,DR,DO,10,,$0.64 ,,0.03 ,,$63.14 ,,2.7 ,,$23.75 ,,$0.00 ,,,"$17,066 ",,"$638,009 ",,"26,859 ",,"10,105 ",,0 ,,"108,222 ",,No,,,,,,
Y Miami Go,Peru,IN,5R02-023,5R02-50454,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$1.00 ,,0.10 ,,$24.55 ,,2.5 ,,$10.02 ,,$0.00 ,,,"$46,076 ",,"$462,025 ",,"46,123 ",,"18,819 ",,0 ,,"250,611 ",,No,,,,,,
Detroit Transportation Corporation,Detroit,MI,5141,50141,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090 ",10,MG,DO,10,,$0.63 ,,0.08 ,,$379.26 ,,46.2 ,,$8.21 ,,$6.14 ,W,,"$1,394,946 ",,"$18,162,430 ",,"2,212,661 ",,"47,889 ",,"2,958,328 ",W,"555,462 ",,Yes,,,,,,
"Five County Child Development Program, Inc.",Prentiss,MS,4R05-004,4R05-41051,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$1.11 ,,0.07 ,,$45.89 ,,2.9 ,,$15.66 ,,$0.00 ,,,"$45,076 ",,"$635,045 ",,"40,557 ",,"13,839 ",,0 ,,"357,184 ",,No,,,,,,
Autauga County Commission,Prattville,AL,4213,40213,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"263,907 ",10,DR,DO,10,,$1.12 ,,0.07 ,,$32.87 ,,2.0 ,,$16.21 ,,$0.00 ,,,"$45,014 ",,"$650,377 ",,"40,120 ",,"19,785 ",,0 ,,"285,754 ",,No,,,,,,
Broadway Bus Corporation,Bayonne,NJ,2220,20220,Private-For-Profit Corporation,Reduced Reporter,"18,351,295 ",10,MB,DO,10,,$2.68 ,,1.00 ,,$100.52 ,,37.5 ,,$2.68 ,,$0.00 ,,,"$1,914,270 ",,"$1,914,270 ",,"714,220 ",,"19,044 ",,0 ,,"133,288 ",,No,,,,,,
City of North Platte,North Platte,NE,7R04-038,7R04-70153,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$1.54 ,,0.17 ,,$48.66 ,,5.2 ,,$9.32 ,,$0.00 ,,,"$108,592 ",,"$656,658 ",,"70,486 ",,"13,494 ",,0 ,,"154,712 ",,No,,,,,,
Owen County Fiscal Court,Owenton,KY,4R04-032,4R04-40997,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$2.66 ,,0.06 ,,$29.70 ,,0.7 ,,$45.13 ,,$0.00 ,,,"$20,250 ",,"$343,378 ",,"7,608 ",,"11,560 ",,0 ,,"226,747 ",,No,,,,,,
Anson County,Wadesboro,NC,4R06-001,4R06-41113,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.63 ,,0.02 ,,$47.66 ,,1.6 ,,$29.13 ,,$0.00 ,,,"$18,867 ",,"$869,904 ",,"29,863 ",,"18,252 ",,0 ,,"375,666 ",,No,,,,,,
"Stoddard County Transit Services, Inc.",Dexter,MO,7R03-020,7R03-70090,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$4.82 ,,0.05 ,,$30.89 ,,0.3 ,,$94.63 ,,$0.00 ,,,"$15,109 ",,"$296,753 ",,"3,136 ",,"9,608 ",,0 ,,"202,065 ",,No,,,,,,
Mountain Express,Crested Butte,CO,8R01-009,8R01-80159,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,DO,10,,$0.00 ,,0.00 ,,$75.87 ,,3.7 ,,$20.37 ,,$0.00 ,,,$0 ,,"$1,465,014 ",,"71,919 ",,"19,310 ",,0 ,,"211,915 ",,No,,,,,,
City of San Luis Obispo,San Luis Obispo,CA,9156,90156,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"59,219 ",10,MB,PT,10,,$0.62 ,,0.19 ,,$106.68 ,,32.6 ,,$3.27 ,,$1.06 ,,,"$702,644 ",,"$3,701,634 ",,"1,131,879 ",,"34,698 ",,"3,508,824 ",,"437,145 ",,No,,,,,,
West Ouachita Senior Center,West Monroe,LA,6R02-031,6R02-60217,Area Agency on Aging,Rural Reporter,0 ,10,DR,DO,10,,$0.40 ,,0.03 ,,$44.20 ,,3.0 ,,$14.78 ,,$0.00 ,,,"$12,498 ",,"$459,060 ",,"31,066 ",,"10,385 ",,0 ,,"132,222 ",,No,,,,,,
Marion Area Transit,Marion,OH,5R05-060,5R05-50388,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.59 ,,0.09 ,,$48.01 ,,7.7 ,,$6.26 ,,$0.00 ,,,"$83,627 ",,"$882,083 ",,"140,927 ",,"18,372 ",,0 ,,"162,234 ",,No,,,,,,
Bartow Transit,Cartersville,GA,4R03-076,4R03-41027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.68 ,,0.05 ,,$35.06 ,,2.5 ,,$13.93 ,,$0.00 ,,,"$25,224 ",,"$518,913 ",,"37,241 ",,"14,800 ",,0 ,,"234,269 ",,No,,,,,,
RTS Genesee,Batavia,NY,2R02-058,2R02-20947,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,MB,DO,10,,$5.68 ,,0.32 ,,$86.36 ,,4.9 ,,$17.71 ,,$0.00 ,,,"$366,010 ",,"$1,142,167 ",,"64,495 ",,"13,226 ",,0 ,,"196,537 ",,No,,,,,,
San Francisco Bay Area Water Emergency Transportation Authority,San Francisco,CA,9225,90225,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212 ",10,FB,PT,10,,$7.07 ,,0.61 ,,"$1,461.21 ",,127.0 ,,$11.50 ,,$0.77 ,,,"$18,453,395 ",,"$30,014,627 ",,"2,609,411 ",,"20,541 ",,"39,179,467 ",,"405,446 ",,No,,,,,,
"DJ Transit, Inc.",Hattiesburg,MS,,4R05-44928,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$1.38 ,,0.07 ,,$28.02 ,,1.3 ,,$20.84 ,,$0.00 ,,,"$37,143 ",,"$559,526 ",,"26,848 ",,"19,971 ",,0 ,,"387,306 ",,No,,,,,,
Chilton County Commission,Clanton,AL,4R01-004,4R01-41107,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$1.66 ,,0.06 ,,$71.62 ,,2.7 ,,$26.95 ,,$0.00 ,,,"$22,652 ",,"$367,834 ",,"13,647 ",,"5,136 ",,0 ,,"84,245 ",,No,,,,,,
DeKalb County Council on Aging,Auburn,IN,5R02-041,5R02-50330,Private-Non-Profit Corporation,Rural Reporter,0 ,10,DR,DO,10,,$2.69 ,,0.14 ,,$28.68 ,,1.5 ,,$19.14 ,,$0.00 ,,,"$73,170 ",,"$520,203 ",,"27,185 ",,"18,137 ",,0 ,,"265,567 ",,No,,,,,,
Hancock Area Rural Transit ,Greenfield ,IN,5201,50201,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483 ",10,DR,DO,10,,$2.40 ,,0.11 ,,$29.55 ,,1.3 ,,$22.74 ,,$0.00 ,,,"$54,256 ",,"$513,175 ",,"22,568 ",,"17,365 ",,0 ,,"196,884 ",,No,,,,,,
Oneida Tribe of Indians of Wisconsin,Oneida,WI,5T11,55276,Tribe,Reduced Reporter,0 ,10,DR,DO,10,,$0.91 ,,0.03 ,,$91.08 ,,3.0 ,,$30.00 ,,$0.00 ,,,"$32,355 ",,"$1,070,245 ",,"35,674 ",,"11,750 ",,0 ,,"265,964 ",,No,,,,,,
County of Burlington,Mt. Holly,NJ,2208,20208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,441,567 ",10,MB,PT,10,,$0.98 ,,0.06 ,,$68.97 ,,4.5 ,,$15.21 ,,$0.00 ,,,"$66,756 ",,"$1,030,945 ",,"67,786 ",,"14,948 ",,0 ,,"276,371 ",,No,,,,,,
York County Council on Aging,Rock Hill,SC,4187,40187,Private Provider Reporting on Behalf of a Public Entity,Reduced Reporter,"104,996 ",10,DR,DO,10,,$2.53 ,,0.12 ,,$38.44 ,,1.8 ,,$20.86 ,,$0.00 ,,,"$52,461 ",,"$432,208 ",,"20,718 ",,"11,245 ",,0 ,,"192,054 ",,No,,,,,,
Lenawee Transportation Corporation,Adrian,MI,5R03-046,5R03-50473,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,PT,10,,$3.19 ,,0.30 ,,$46.20 ,,4.4 ,,$10.49 ,,$0.00 ,,,"$169,125 ",,"$556,578 ",,"53,079 ",,"12,048 ",,0 ,,"209,300 ",,No,,,,,,
Mitchell County Transportation Authority,Bakersville,NC,4R06-032,4R06-41043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,DR,DO,10,,$0.46 ,,0.04 ,,$33.56 ,,3.0 ,,$11.25 ,,$0.00 ,,,"$25,138 ",,"$615,275 ",,"54,691 ",,"18,331 ",,0 ,,"354,004 ",,No,,,,,,
Schoolcraft Transit Authority,Manistique,MI,5R03-064,5R03-50240,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,DR,DO,10,,$1.17 ,,0.09 ,,$46.36 ,,3.6 ,,$13.02 ,,$0.00 ,,,"$67,567 ",,"$750,933 ",,"57,689 ",,"16,197 ",,0 ,,"219,974 ",,No,,,,,,
Cass County Transportation Authority,Cassopolis,MI,5R03-020,5R03-50310,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,10,DR,PT,10,,$0.85 ,,0.04 ,,$50.43 ,,2.3 ,,$22.15 ,,$0.00 ,,,"$21,968 ",,"$574,648 ",,"25,948 ",,"11,394 ",,0 ,,"238,969 ",,No,,,,,,
White Earth Band of Chippewa,White Earth,MN,5T10,55270,Tribe,Reduced Reporter,0 ,10,MB,DO,10,,$1.58 ,,0.05 ,,$57.73 ,,1.8 ,,$31.87 ,,$0.00 ,,,"$51,283 ",,"$1,036,537 ",,"32,527 ",,"17,954 ",,0 ,,"446,953 ",,No,,,,,,
City of Woodburn,Woodburn,OR,0R02-007,0R02-00360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,10,MB,DO,1,,$1.15 ,,0.07 ,,$125.93 ,,7.5 ,,$16.68 ,,$0.00 ,,,"$25,833 ",,"$375,910 ",,"22,533 ",,"2,985 ",,0 ,,"44,250 ",,No,,,,,,
