Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Calaveras Transit Agency,San Andreas,CA,,9R02-99442,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,MB,PT,6,,$2.23 ,,0.07 ,,$97.04 ,,3.1 ,,$31.30 ,,$0.00 ,,,"$75,615 ",,"$1,062,647 ",,"33,955 ",,"10,951 ",,0 ,,"273,108 ",,No,,,,,,
Adrian Dial-A-Ride,Adrian,MI,5R03-002,5R03-50323,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$1.17 ,,0.14 ,,$41.58 ,,5.0 ,,$8.27 ,,$0.00 ,,,"$48,173 ",,"$341,185 ",,"41,254 ",,"8,205 ",,0 ,,"76,497 ",,No,,,,,,
Cook County Transit,Adel,GA,4R03-054,4R03-40964,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$0.18 ,,0.01 ,,$37.13 ,,1.2 ,,$31.58 ,,$0.00 ,,,"$2,168 ",,"$372,496 ",,"11,797 ",,"10,031 ",,0 ,,"192,124 ",,No,,,,,,
Interurban Transit Authority,Douglas,MI,5R03-038,5R03-50495,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,DR,DO,6,,$0.71 ,,0.03 ,,$84.41 ,,3.7 ,,$22.79 ,,$0.00 ,,,"$25,298 ",,"$813,841 ",,"35,712 ",,"9,642 ",,0 ,,"111,771 ",,No,,,,,,
"City of Corcoran, dba: Corcoran Area Transit",Corcoran,CA,9R02-059,9R02-91002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.33 ,,0.06 ,,$229.43 ,,6.3 ,,$36.33 ,,$0.00 ,,,"$54,883 ",,"$856,448 ",,"23,575 ",,"3,733 ",,0 ,,"35,205 ",,No,,,,,,
Commmunity Memorial Health Center Burwell,Burwell,NE,7R04-024,7R04-70113,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$6.87 ,,0.09 ,,$24.99 ,,0.3 ,,$78.85 ,,$0.00 ,,,"$3,853 ",,"$44,236 ",,561 ,,"1,770 ",,0 ,,"31,499 ",,No,,,,,,
Allegany County,Belmont,NY,2R02-015,2R02-20951,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,6,,$0.23 ,,0.01 ,,$69.72 ,,2.5 ,,$28.23 ,,$0.00 ,,,"$8,484 ",,"$1,023,586 ",,"36,255 ",,"14,682 ",,0 ,,"427,484 ",,No,,,,,,
Golden Spread Rural Frontier Coalition,Clayton,NM,6R03-009,6R03-60244,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$13.32 ,,0.33 ,,$46.05 ,,1.1 ,,$40.91 ,,$0.00 ,,,"$114,596 ",,"$351,926 ",,"8,602 ",,"7,642 ",,0 ,,"105,164 ",,No,,,,,,
City of Waupaca,Waupaca,WI,5R06-045,5R06-50336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$4.46 ,,0.39 ,,$31.58 ,,2.8 ,,$11.40 ,,$0.00 ,,,"$197,604 ",,"$505,379 ",,"44,329 ",,"16,005 ",,0 ,,"152,038 ",,No,,,,,,
Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.05 ,,0.06 ,,$133.26 ,,4.1 ,,$32.89 ,,$0.00 ,,,"$78,237 ",,"$1,257,582 ",,"38,236 ",,"9,437 ",,0 ,,"152,751 ",,No,,,,,,
Wabash County Commissioners,Wabash,IN,5R02-030,5R02-50441,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,5,,$0.65 ,,0.02 ,,$47.38 ,,1.4 ,,$33.60 ,,$0.00 ,,,"$8,280 ",,"$428,561 ",,"12,756 ",,"9,045 ",,0 ,,"101,769 ",,No,,,,,,
Fond du Lac Reservation,Carlton,MN,5T05,55246,Tribe,Reduced Reporter,0 ,6,DR,DO,5,,$0.32 ,,0.02 ,,$32.73 ,,1.6 ,,$20.86 ,,$0.00 ,,,"$4,311 ",,"$280,915 ",,"13,465 ",,"8,582 ",,0 ,,"122,565 ",,No,,,,,,
Palo Verde Valley Transit Agency,Blythe,CA,,9R02-99454,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,MB,PT,5,,$1.88 ,,0.06 ,,$179.49 ,,5.6 ,,$32.05 ,,$0.00 ,,,"$56,762 ",,"$968,896 ",,"30,231 ",,"5,398 ",,0 ,,"107,640 ",,No,,,,,,
Autonomous Municipality of Vega Alta,Vega Alta,PR,4199,40199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,MB,DO,5,,$0.00 ,,0.00 ,,$48.21 ,,4.5 ,,$10.70 ,,$0.00 ,,,$0 ,,"$126,316 ",,"11,802 ",,"2,620 ",,0 ,,"17,228 ",,No,,,,,,
Schuyler County,Watkins Glen,NY,2R02-073,2R02-20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,5,,$0.71 ,,0.02 ,,$65.14 ,,1.5 ,,$44.05 ,,$0.00 ,,,"$9,249 ",,"$573,500 ",,"13,020 ",,"8,804 ",,0 ,,"174,591 ",,No,,,,,,
"Washington County Commissioners, dba: Community Action Bus Lines",Marietta,OH,3098,5R05-55324,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,5,,$0.19 ,,0.01 ,,$43.40 ,,1.6 ,,$26.43 ,,$0.00 ,,,"$2,031 ",,"$277,782 ",,"10,512 ",,"6,401 ",,0 ,,"90,093 ",,No,,,,,,
Municipality of Comerio,Comerio,PR,1R05-003,4R09-41182,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.00 ,,0.00 ,,$29.42 ,,10.4 ,,$2.83 ,,$0.00 ,,,$0 ,,"$112,245 ",,"39,600 ",,"3,815 ",,0 ,,"33,932 ",,No,,,,,,
"City of Niles, dba: Niles Dial-A-Ride Transportation",Niles,MI,5038,50038,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"278,165 ",6,DR,DO,5,,$0.00 ,,0.00 ,,$62.98 ,,3.5 ,,$18.14 ,,$0.00 ,,,$0 ,,"$423,398 ",,"23,337 ",,"6,723 ",,0 ,,"87,745 ",,No,,,,,,
City of Cudahy,Cudahy,CA,,90262,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DR,TX,5,,$0.50 ,,0.05 ,,$71.68 ,,6.5 ,,$11.08 ,,$0.00 ,,,"$4,692 ",,"$103,940 ",,"9,384 ",,"1,450 ",,0 ,,"20,940 ",,No,,,,,,
"Borough of Pottstown, dba: Pottstown Area Rapid Transit ",Pottstown,PA,3077,30077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,682 ",6,MB,PT,5,,$1.36 ,,0.11 ,,$101.92 ,,8.5 ,,$11.99 ,,$7.44 ,,,"$223,914 ",,"$1,972,357 ",,"164,526 ",,"19,352 ",,"265,123 ",,"273,623 ",,No,,,,,,
Municipality of Coamo,Coamo,PR,,4R09-44942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,5,,$0.00 ,,0.00 ,,$66.30 ,,1.0 ,,$66.50 ,,$0.00 ,,,$0 ,,"$66,436 ",,999 ,,"1,002 ",,0 ,,"20,650 ",,No,,,,,,
"City of Glens Falls, dba: Greater Glens Falls Transit",Queensbury,NY,2120,20120,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"65,443 ",6,MB,DO,5,,$0.48 ,,0.05 ,,$99.74 ,,10.1 ,,$9.87 ,,$0.00 ,,,"$71,266 ",,"$1,468,734 ",,"148,847 ",,"14,726 ",,0 ,,"268,055 ",,No,,,,,,
Special Mobility Services,Portland,OR,0R03-024,0R03-00386,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,5,,$1.61 ,,0.02 ,,$79.16 ,,0.9 ,,$86.44 ,,$0.00 ,,,"$8,538 ",,"$457,091 ",,"5,288 ",,"5,774 ",,0 ,,"150,668 ",,No,,,,,,
City of Arvin,Arvin,CA,9R02-056,9R02-91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$1.01 ,,0.08 ,,$121.80 ,,10.1 ,,$12.03 ,,$0.00 ,,,"$56,046 ",,"$668,691 ",,"55,582 ",,"5,490 ",,0 ,,"88,759 ",,No,,,,,,
Minnesota River Valley Transit,St Peter,MN,,5R04-55325,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,DR,DO,5,,$1.66 ,,0.13 ,,$75.66 ,,5.8 ,,$12.93 ,,$0.00 ,,,"$99,721 ",,"$776,372 ",,"60,023 ",,"10,261 ",,0 ,,"88,991 ",,No,,,,,,
"Bent County, dba: Bent County Transit",Las Animas,CO,,8R01-88229,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.30 ,,0.01 ,,$81.27 ,,3.9 ,,$20.97 ,,$0.00 ,,,"$2,384 ",,"$165,137 ",,"7,876 ",,"2,032 ",,0 ,,"78,218 ",,No,,,,,,
"City of Marion, dba: Marion Transit",Marion,IN,5R02-027,5R02-50485,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.00 ,,0.00 ,,$62.78 ,,17.6 ,,$3.56 ,,$0.00 ,,,$0 ,,"$197,765 ",,"55,515 ",,"3,150 ",,0 ,,"44,161 ",,No,,,,,,
Municipality of Cayey,Cayey,PR,4122,40122,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,MB,DO,4,,$0.00 ,,0.00 ,,$60.31 ,,14.0 ,,$4.30 ,,$0.00 ,,,$0 ,,"$141,368 ",,"32,902 ",,"2,344 ",,0 ,,"24,652 ",,No,,,,,,
City of Maywood,Maywood,CA,,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DR,PT,4,,$1.00 ,,0.02 ,,$132.94 ,,2.6 ,,$51.85 ,,$0.00 ,,,"$3,856 ",,"$199,948 ",,"3,856 ",,"1,504 ",,0 ,,"16,227 ",,No,,,,,,
Southwestern Community Services Transportation,Keene,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,4,,$0.62 ,,0.03 ,,$89.30 ,,3.7 ,,$23.87 ,,$0.00 ,,,"$10,022 ",,"$386,487 ",,"16,188 ",,"4,328 ",,0 ,,"63,113 ",,No,,,,,,
"City of Hinesville, Georgia, dba: Liberty Transit",Hinesville,GA,4193,40193,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,456 ",6,MB,PT,4,,$0.97 ,,0.02 ,,$83.02 ,,1.6 ,,$52.90 ,,$0.00 ,,,"$12,546 ",,"$684,654 ",,"12,942 ",,"8,247 ",,0 ,,"95,908 ",,No,,,,,,
Plaquemines Parish Government,Belle Chasse,LA,6127,60127,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"899,703 ",6,DR,DO,4,,$0.00 ,,0.00 ,,$175.75 ,,1.1 ,,$155.69 ,,$3.62 ,,,$0 ,,"$605,464 ",,"3,889 ",,"3,445 ",,"167,444 ",,"53,966 ",,No,,,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0 ,6,DR,DO,4,,$0.00 ,,0.00 ,,$59.02 ,,0.5 ,,$120.78 ,,$0.00 ,,,$0 ,,"$101,453 ",,840 ,,"1,719 ",,0 ,,"48,785 ",,No,,,,,,
City of Pendleton,Pendleton,OR,0R02-010,0R02-00359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,4,,$0.77 ,,0.07 ,,$34.25 ,,3.1 ,,$11.04 ,,$0.00 ,,,"$25,709 ",,"$367,405 ",,"33,287 ",,"10,726 ",,0 ,,"82,027 ",,No,,,,,,
"City of Manteca, dba: Manteca Transit",Manteca,CA,9217,90217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"83,578 ",6,MB,PT,4,,$0.61 ,,0.01 ,,$142.42 ,,3.4 ,,$41.54 ,,$0.00 ,,,"$26,439 ",,"$1,796,714 ",,"43,249 ",,"12,616 ",,0 ,,"164,470 ",,No,,,,,,
City of Hobbs,Hobbs,NM,6R03-005,6R03-60190,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,4,,$0.59 ,,0.03 ,,$101.62 ,,4.3 ,,$23.50 ,,$0.00 ,,,"$19,411 ",,"$766,815 ",,"32,634 ",,"7,546 ",,0 ,,"102,707 ",,No,,,,,,
"City of Pine Bluff, dba: Pine Bluff Transit",Pine Bluff,AR,6034,60034,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"53,495 ",6,MB,DO,4,,$0.62 ,,0.03 ,,$70.03 ,,2.9 ,,$23.90 ,,$0.00 ,,,"$18,953 ",,"$725,400 ",,"30,352 ",,"10,359 ",,0 ,,"145,133 ",,No,,,,,,
Gloversville City Hall,Gloversville,NY,2R02-025,2R02-20981,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,4,,$0.86 ,,0.04 ,,$106.84 ,,5.0 ,,$21.37 ,,$0.00 ,,,"$25,677 ",,"$637,543 ",,"29,828 ",,"5,967 ",,0 ,,"117,040 ",,No,,,,,,
Lower Columbia Community Action Council,Longview,WA,0R03-004,0R03-00368,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,4,,$0.00 ,,0.00 ,,$94.85 ,,0.7 ,,$143.58 ,,$0.00 ,,,$0 ,,"$57,574 ",,401 ,,607 ,,0 ,,"18,731 ",,No,,,,,,
Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,3,,$0.00 ,,0.00 ,,$136.47 ,,5.4 ,,$25.38 ,,$0.00 ,,,$0 ,,"$569,206 ",,"22,428 ",,"4,171 ",,0 ,,"87,911 ",,No,,,,,,
"City of Hot Springs, dba: Hot Springs Intracity Transit",Hot Springs National Park,AR,6105,60105,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,121 ",6,MB,DO,3,,$0.71 ,,0.06 ,,$104.65 ,,9.4 ,,$11.08 ,,$0.00 ,,,"$81,237 ",,"$1,262,063 ",,"113,921 ",,"12,060 ",,0 ,,"165,485 ",,No,,,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,3,,$0.93 ,,0.10 ,,$58.11 ,,6.2 ,,$9.32 ,,$0.00 ,,,"$40,649 ",,"$408,257 ",,"43,807 ",,"7,026 ",,0 ,,"122,721 ",,No,,,,,,
Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,3,,$0.46 ,,0.01 ,,$168.95 ,,2.2 ,,$77.62 ,,$0.00 ,,,"$2,775 ",,"$470,688 ",,"6,064 ",,"2,786 ",,0 ,,"35,678 ",,No,,,,,,
"City of Hot Springs, dba: Hot Springs Intracity Transit",Hot Springs National Park,AR,6105,60105,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,121 ",6,DR,DO,3,,$1.95 ,,0.04 ,,$61.57 ,,1.2 ,,$52.32 ,,$0.00 ,,,"$12,354 ",,"$331,451 ",,"6,335 ",,"5,383 ",,0 ,,"43,397 ",,No,,,,,,
"City of Manteca, dba: Manteca Transit",Manteca,CA,9217,90217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"83,578 ",6,DR,PT,2,,$1.55 ,,0.03 ,,$144.90 ,,2.4 ,,$59.57 ,,$0.00 ,,,"$11,722 ",,"$449,179 ",,"7,540 ",,"3,100 ",,0 ,,"28,645 ",,No,,,,,,
Plaquemines Parish Government,Belle Chasse,LA,6127,60127,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"899,703 ",6,FB,DO,2,,$0.33 ,,0.05 ,,$389.82 ,,61.2 ,,$6.37 ,,$12.73 ,,,"$164,678 ",,"$3,218,768 ",,"505,664 ",,"8,257 ",,"252,832 ",,"16,452 ",,No,,,,,,
"City of Pine Bluff, dba: Pine Bluff Transit",Pine Bluff,AR,6034,60034,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"53,495 ",6,DR,DO,2,,$2.01 ,,0.16 ,,$18.30 ,,1.5 ,,$12.29 ,,$0.00 ,,,"$15,962 ",,"$97,689 ",,"7,951 ",,"5,339 ",,0 ,,"52,052 ",,No,,,,,,
City of Hobbs,Hobbs,NM,6R03-005,6R03-60190,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,2,,$0.36 ,,0.02 ,,$63.94 ,,3.5 ,,$18.43 ,,$0.00 ,,,"$1,287 ",,"$66,687 ",,"3,618 ",,"1,043 ",,0 ,,"19,806 ",,No,,,,,,
Municipality of Dorado,Dorado,PR,4198,40198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,MB,DO,2,,$0.00 ,,0.00 ,,$72.45 ,,7.5 ,,$9.72 ,,$0.00 ,,,$0 ,,"$106,502 ",,"10,955 ",,"1,470 ",,0 ,,"19,072 ",,No,,,,,,
City of Pendleton,Pendleton,OR,0R02-010,0R02-00359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,2,,$0.00 ,,0.00 ,,$26.23 ,,2.2 ,,$11.76 ,,$0.00 ,,,$0 ,,"$140,205 ",,"11,923 ",,"5,345 ",,0 ,,"52,579 ",,No,,,,,,
Gloversville City Hall,Gloversville,NY,2R02-025,2R02-20981,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,2,,$3.69 ,,0.05 ,,$60.41 ,,0.8 ,,$76.38 ,,$0.00 ,,,"$5,148 ",,"$106,555 ",,"1,395 ",,"1,764 ",,0 ,,"5,284 ",,No,,,,,,
Lower Columbia Community Action Council,Longview,WA,0R03-004,0R03-00368,Private-Non-Profit Corporation,Rural Reporter,0 ,6,CB,DO,2,,$1.81 ,,0.04 ,,$110.04 ,,2.3 ,,$47.66 ,,$0.00 ,,,"$8,358 ",,"$219,967 ",,"4,615 ",,"1,999 ",,0 ,,"69,723 ",,No,,,,,,
Municipality of Cayey,Cayey,PR,4122,40122,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,DR,DO,2,,$0.00 ,,0.00 ,,$133.67 ,,2.5 ,,$52.44 ,,$0.00 ,,,$0 ,,"$95,437 ",,"1,820 ",,714 ,,0 ,,"7,712 ",,No,,,,,,
Southwestern Community Services Transportation,Keene,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,2,,$0.46 ,,0.02 ,,$85.86 ,,3.0 ,,$28.70 ,,$0.00 ,,,$830 ,,"$52,204 ",,"1,819 ",,608 ,,0 ,,"6,903 ",,No,,,,,,
Municipality of Dorado,Dorado,PR,4198,40198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,DR,DO,2,,$0.00 ,,0.00 ,,$274.49 ,,7.4 ,,$37.23 ,,$0.00 ,,,$0 ,,"$73,562 ",,"1,976 ",,268 ,,0 ,,"6,420 ",,No,,,,,,
City of Maywood,Maywood,CA,,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,MB,PT,2,,$0.00 ,,0.00 ,,$69.63 ,,30.4 ,,$2.29 ,,$0.00 ,,,$0 ,,"$198,507 ",,"86,785 ",,"2,851 ",,0 ,,"25,324 ",,No,,,,,,
"City of Hinesville, Georgia, dba: Liberty Transit",Hinesville,GA,4193,40193,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,456 ",6,DR,PT,2,,$1.67 ,,0.06 ,,$92.63 ,,3.1 ,,$30.27 ,,$0.00 ,,,"$7,316 ",,"$132,836 ",,"4,389 ",,"1,434 ",,0 ,,"18,949 ",,No,,,,,,
Municipality of Dorado,Dorado,PR,4198,40198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,MB,PT,2,,$0.00 ,,0.00 ,,$40.40 ,,8.9 ,,$4.55 ,,$0.00 ,,,$0 ,,"$157,323 ",,"34,566 ",,"3,894 ",,0 ,,"41,133 ",,No,,,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,2,,$1.40 ,,0.08 ,,$47.46 ,,2.7 ,,$17.84 ,,$0.00 ,,,"$7,890 ",,"$100,809 ",,"5,652 ",,"2,124 ",,0 ,,"22,651 ",,No,,,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0 ,6,CB,DO,2,,$0.00 ,,0.00 ,,$141.96 ,,2.5 ,,$56.23 ,,$0.00 ,,,$0 ,,"$376,193 ",,"6,690 ",,"2,650 ",,0 ,,"62,174 ",,No,,,,,,
Municipality of Coamo,Coamo,PR,,4R09-44942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,1,,$0.00 ,,0.00 ,,$50.74 ,,1.0 ,,$53.41 ,,$0.00 ,,,$0 ,,"$5,074 ",,95 ,,100 ,,0 ,,975 ,,No,,,,,,
City of Arvin,Arvin,CA,9R02-056,9R02-91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,1,,$1.00 ,,0.03 ,,$84.76 ,,2.9 ,,$29.09 ,,$0.00 ,,,"$5,711 ",,"$166,129 ",,"5,711 ",,"1,960 ",,0 ,,"10,540 ",,No,,,,,,
"Bent County, dba: Bent County Transit",Las Animas,CO,,8R01-88229,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,1,,$0.23 ,,0.03 ,,$28.04 ,,3.5 ,,$8.06 ,,$0.00 ,,,$816 ,,"$28,457 ",,"3,530 ",,"1,015 ",,0 ,,"8,832 ",,No,,,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0 ,6,CB,DO,1,,$7.49 ,,0.04 ,,$377.42 ,,1.8 ,,$211.04 ,,$0.00 ,,,"$5,060 ",,"$142,664 ",,676 ,,378 ,,0 ,,"10,548 ",,No,,,,,,
"City of Marion, dba: Marion Transit",Marion,IN,5R02-027,5R02-50485,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,1,,$0.00 ,,0.00 ,,$122.26 ,,1.9 ,,$65.14 ,,$0.00 ,,,$0 ,,"$1,033,367 ",,"15,863 ",,"8,452 ",,0 ,,"74,908 ",,No,,,,,,
Minnesota River Valley Transit,St Peter,MN,,5R04-55325,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,MB,DO,1,,$1.44 ,,0.03 ,,$24.87 ,,0.5 ,,$45.88 ,,$0.00 ,,,$557 ,,"$17,708 ",,386 ,,712 ,,0 ,,"23,046 ",,No,,,,,,
Palo Verde Valley Transit Agency,Blythe,CA,,9R02-99454,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,CB,PT,1,,$2.21 ,,0.06 ,,$184.71 ,,5.0 ,,$37.00 ,,$0.00 ,,,"$11,774 ",,"$196,899 ",,"5,322 ",,"1,066 ",,0 ,,"37,523 ",,No,,,,,,
Autonomous Municipality of Vega Alta,Vega Alta,PR,4199,40199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,DR,DO,1,,$0.00 ,,0.00 ,,"$1,380.96 ",,1.2 ,,"$1,183.68 ",,$0.00 ,,,$0 ,,"$66,286 ",,56 ,,48 ,,0 ,,438 ,,No,,,,,,
Schuyler County,Watkins Glen,NY,2R02-073,2R02-20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,1,,$4.00 ,,0.02 ,,$596.65 ,,3.7 ,,$162.86 ,,$0.00 ,,,"$1,568 ",,"$63,842 ",,392 ,,107 ,,0 ,,"3,080 ",,No,,,,,,
"Washington County Commissioners, dba: Community Action Bus Lines",Marietta,OH,3098,5R05-55324,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,1,,$0.41 ,,0.00 ,,$47.18 ,,0.5 ,,$87.60 ,,$0.00 ,,,$853 ,,"$182,121 ",,"2,079 ",,"3,860 ",,0 ,,"12,943 ",,No,,,,,,
Municipality of Comerio,Comerio,PR,1R05-003,4R09-41182,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,1,,$0.00 ,,0.00 ,,$31.30 ,,2.0 ,,$15.36 ,,$0.00 ,,,$0 ,,"$18,061 ",,"1,176 ",,577 ,,0 ,,"3,105 ",,No,,,,,,
Wabash County Commissioners,Wabash,IN,5R02-030,5R02-50441,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,1,,$0.58 ,,0.03 ,,$36.77 ,,1.7 ,,$21.97 ,,$0.00 ,,,$329 ,,"$12,392 ",,564 ,,337 ,,0 ,,"1,840 ",,No,,,,,,
Fond du Lac Reservation,Carlton,MN,5T05,55246,Tribe,Reduced Reporter,0 ,6,MB,DO,1,,$0.90 ,,0.01 ,,$30.41 ,,0.4 ,,$81.71 ,,$0.00 ,,,"$1,026 ",,"$93,228 ",,"1,141 ",,"3,066 ",,0 ,,"56,473 ",,No,,,,,,
"Borough of Pottstown, dba: Pottstown Area Rapid Transit ",Pottstown,PA,3077,30077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,682 ",6,DR,PT,1,,$4.35 ,,0.11 ,,$66.51 ,,1.7 ,,$39.26 ,,$13.95 ,,,"$18,707 ",,"$169,014 ",,"4,305 ",,"2,541 ",,"12,116 ",,"13,178 ",,No,,,,,,
"City of Glens Falls, dba: Greater Glens Falls Transit",Queensbury,NY,2120,20120,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"65,443 ",6,DR,DO,1,,$1.90 ,,0.02 ,,$114.28 ,,1.0 ,,$114.47 ,,$0.00 ,,,"$2,360 ",,"$142,056 ",,"1,241 ",,"1,243 ",,0 ,,"8,942 ",,No,,,,,,
Special Mobility Services,Portland,OR,0R03-024,0R03-00386,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,1,,$0.96 ,,0.01 ,,$72.35 ,,0.9 ,,$84.04 ,,$0.00 ,,,"$1,540 ",,"$134,638 ",,"1,602 ",,"1,861 ",,0 ,,"15,715 ",,No,,,,,,
